Member_number,Recency,Frequency,Monetary,Cluster
KH3740,590,2,65.2,One-time Shoppers
KH3741,39,16,139.1,Loyal Customers
KH3742,130,4,60.86,Big Spenders
KH3743,238,17,132.5,Big Spenders
KH3744,22,12,89.3,Potential Loyalists
KH3745,126,13,96.44,Big Spenders
KH3746,51,13,112.9,Potential Loyalists
KH3747,309,5,32.6,Churned Customers
KH3748,78,11,87.7,Potential Loyalists
KH3749,296,9,134.98,Churned Customers
KH3750,227,6,56.1,Big Spenders
KH3751,363,9,99.5,Churned Customers
KH3752,131,27,222.36,Loyal Customers
KH3753,367,6,36.5,Churned Customers
KH3754,342,6,61.3,Churned Customers
KH3755,93,6,43.9,Potential Loyalists
KH3756,28,10,80.7,Potential Loyalists
KH3757,189,18,88.55,Big Spenders
KH3758,117,14,105.0,Potential Loyalists
KH3759,113,9,48.02,Potential Loyalists
KH3760,38,15,64.76,Potential Loyalists
KH3761,95,21,245.1,Loyal Customers
KH3762,132,11,71.4,Big Spenders
KH3763,186,13,189.9,Big Spenders
KH3764,50,12,70.8,Potential Loyalists
KH3765,201,9,88.4,Big Spenders
KH3766,52,9,160.12,Loyal Customers
KH3767,207,9,43.5,Big Spenders
KH3768,84,16,239.91,Loyal Customers
KH3769,306,11,125.15,Churned Customers
KH3770,351,3,55.4,Churned Customers
KH3771,374,2,7.3,Churned Customers
KH3772,94,8,58.72,Potential Loyalists
KH3773,33,8,87.6,Potential Loyalists
KH3774,13,12,144.7,Loyal Customers
KH3775,64,15,86.0,Potential Loyalists
KH3776,165,17,214.9,Loyal Customers
KH3777,672,2,7.9,One-time Shoppers
KH3778,27,12,89.9,Potential Loyalists
KH3779,50,15,161.05,Loyal Customers
KH3780,674,2,3.7,One-time Shoppers
KH3781,98,7,55.3,Potential Loyalists
KH3782,330,18,135.34,Churned Customers
KH3783,191,23,148.0,Big Spenders
KH3784,199,9,63.5,Big Spenders
KH3785,501,9,115.2,One-time Shoppers
KH3786,233,13,119.9,Big Spenders
KH3787,97,9,53.95,Potential Loyalists
KH3788,317,2,25.8,Churned Customers
KH3789,79,11,97.92,Potential Loyalists
KH3790,63,13,104.1,Potential Loyalists
KH3791,280,4,31.2,Churned Customers
KH3792,518,4,35.1,One-time Shoppers
KH3793,145,18,107.42,Big Spenders
KH3794,34,11,122.4,Potential Loyalists
KH3795,347,8,44.3,Churned Customers
KH3796,207,2,9.0,Big Spenders
KH3797,105,15,94.8,Potential Loyalists
KH3798,117,6,67.36,Potential Loyalists
KH3799,415,6,91.8,Churned Customers
KH3800,325,6,35.8,Churned Customers
KH3801,68,9,45.4,Potential Loyalists
KH3802,76,4,64.4,Potential Loyalists
KH3803,7,19,142.05,Loyal Customers
KH3804,192,9,116.32,Big Spenders
KH3805,468,6,31.1,One-time Shoppers
KH3806,124,7,86.6,Big Spenders
KH3807,65,6,49.5,Potential Loyalists
KH3808,134,10,76.0,Big Spenders
KH3809,281,9,139.9,Churned Customers
KH3810,237,6,53.4,Big Spenders
KH3811,189,21,79.6,Big Spenders
KH3812,47,20,150.65,Loyal Customers
KH3813,346,5,54.1,Churned Customers
KH3814,162,13,121.64,Big Spenders
KH3815,106,9,52.6,Potential Loyalists
KH3816,12,9,57.7,Potential Loyalists
KH3817,366,14,112.0,Churned Customers
KH3818,13,15,120.2,Potential Loyalists
KH3819,185,10,138.8,Big Spenders
KH3820,522,6,32.5,One-time Shoppers
KH3821,361,17,171.1,Churned Customers
KH3822,96,19,221.47,Loyal Customers
KH3823,385,2,7.9,Churned Customers
KH3824,321,2,5.4,Churned Customers
KH3825,702,2,29.14,One-time Shoppers
KH3826,612,2,27.24,One-time Shoppers
KH3827,57,17,169.73,Loyal Customers
KH3828,198,9,49.4,Big Spenders
KH3829,150,9,140.6,Big Spenders
KH3830,73,23,214.05,Loyal Customers
KH3831,77,12,75.55,Potential Loyalists
KH3832,166,15,170.96,Big Spenders
KH3834,591,5,17.76,One-time Shoppers
KH3835,105,21,120.05,Loyal Customers
KH3836,24,6,24.7,Potential Loyalists
KH3837,232,5,63.6,Big Spenders
KH3838,16,6,59.1,Potential Loyalists
KH3839,473,9,75.0,One-time Shoppers
KH3840,155,10,57.22,Big Spenders
KH3841,164,17,136.38,Big Spenders
KH3842,77,9,96.6,Potential Loyalists
KH3843,74,9,131.8,Loyal Customers
KH3844,104,16,136.6,Loyal Customers
KH3845,102,2,17.4,Potential Loyalists
KH3846,336,12,99.97,Churned Customers
KH3847,27,11,158.1,Loyal Customers
KH3848,42,14,87.12,Potential Loyalists
KH3849,380,12,89.01,Churned Customers
KH3850,118,8,81.5,Potential Loyalists
KH3851,234,8,59.9,Big Spenders
KH3852,273,7,30.1,Churned Customers
KH3853,179,6,75.7,Big Spenders
KH3854,286,8,39.22,Churned Customers
KH3855,28,18,193.5,Loyal Customers
KH3856,272,13,154.6,Big Spenders
KH3857,56,14,87.4,Potential Loyalists
KH3858,278,2,4.0,Churned Customers
KH3859,91,4,58.3,Potential Loyalists
KH3860,239,7,51.27,Big Spenders
KH3861,176,9,57.85,Big Spenders
KH3862,42,21,168.55,Loyal Customers
KH3863,200,14,122.92,Big Spenders
KH3864,18,15,110.5,Potential Loyalists
KH3866,176,10,75.7,Big Spenders
KH3867,114,8,78.88,Potential Loyalists
KH3868,133,5,82.35,Big Spenders
KH3869,151,8,62.4,Big Spenders
KH3870,284,6,28.2,Churned Customers
KH3871,152,7,34.1,Big Spenders
KH3872,37,30,301.33,Loyal Customers
KH3874,529,2,7.8,One-time Shoppers
KH3876,88,6,33.5,Potential Loyalists
KH3877,104,16,187.4,Loyal Customers
KH3878,155,16,133.0,Big Spenders
KH3879,27,18,220.45,Loyal Customers
KH3881,267,14,139.55,Big Spenders
KH3882,72,12,94.85,Potential Loyalists
KH3883,86,4,19.5,Potential Loyalists
KH3884,267,5,69.8,Big Spenders
KH3885,76,5,32.4,Potential Loyalists
KH3886,42,10,50.0,Potential Loyalists
KH3887,462,3,18.44,One-time Shoppers
KH3888,17,4,38.42,Potential Loyalists
KH3889,372,5,13.8,Churned Customers
KH3890,65,9,31.1,Potential Loyalists
KH3891,38,13,119.49,Potential Loyalists
KH3892,163,5,46.0,Big Spenders
KH3893,259,11,56.34,Big Spenders
KH3894,17,12,92.9,Potential Loyalists
KH3895,564,10,63.45,One-time Shoppers
KH3896,111,11,55.6,Potential Loyalists
KH3897,129,13,52.5,Big Spenders
KH3898,131,9,156.0,Loyal Customers
KH3899,6,16,80.2,Potential Loyalists
KH3900,10,14,122.64,Potential Loyalists
KH3901,395,4,34.7,Churned Customers
KH3902,31,7,80.4,Potential Loyalists
KH3903,85,19,125.4,Loyal Customers
KH3904,233,8,137.0,Big Spenders
KH3905,194,16,74.59,Big Spenders
KH3906,197,4,21.6,Big Spenders
KH3907,66,9,90.1,Potential Loyalists
KH3908,173,4,32.3,Big Spenders
KH3909,324,16,180.86,Churned Customers
KH3910,12,14,125.14,Potential Loyalists
KH3911,129,16,122.04,Big Spenders
KH3912,358,7,60.6,Churned Customers
KH3913,284,12,90.42,Churned Customers
KH3914,356,6,33.82,Churned Customers
KH3915,91,31,192.63,Loyal Customers
KH3916,87,6,49.5,Potential Loyalists
KH3917,108,13,102.14,Potential Loyalists
KH3918,191,13,232.92,Loyal Customers
KH3919,84,10,99.2,Potential Loyalists
KH3920,234,11,170.9,Big Spenders
KH3921,419,8,60.4,Churned Customers
KH3922,124,18,201.75,Loyal Customers
KH3923,337,8,48.74,Churned Customers
KH3924,62,14,85.4,Potential Loyalists
KH3925,280,8,63.72,Churned Customers
KH3926,132,18,159.42,Loyal Customers
KH3927,21,9,61.5,Potential Loyalists
KH3928,95,10,72.12,Potential Loyalists
KH3929,54,9,37.74,Potential Loyalists
KH3930,171,8,76.0,Big Spenders
KH3931,297,13,118.1,Churned Customers
KH3932,602,2,12.1,One-time Shoppers
KH3933,393,4,19.62,Churned Customers
KH3934,243,11,63.36,Big Spenders
KH3935,181,8,86.2,Big Spenders
KH3936,511,4,57.15,One-time Shoppers
KH3937,41,10,101.1,Potential Loyalists
KH3938,152,16,189.62,Loyal Customers
KH3939,323,5,48.89,Churned Customers
KH3940,296,4,48.2,Churned Customers
KH3941,415,3,52.34,Churned Customers
KH3942,50,23,134.61,Loyal Customers
KH3943,636,2,12.3,One-time Shoppers
KH3944,361,3,9.4,Churned Customers
KH3945,87,6,31.4,Potential Loyalists
KH3946,41,13,201.7,Loyal Customers
KH3947,200,10,119.0,Big Spenders
KH3948,198,15,147.02,Big Spenders
KH3949,273,2,2.1,Churned Customers
KH3950,25,15,200.0,Loyal Customers
KH3952,61,9,62.16,Potential Loyalists
KH3953,231,9,66.3,Big Spenders
KH3954,323,7,126.5,Churned Customers
KH3955,37,6,35.4,Potential Loyalists
KH3956,376,16,154.44,Churned Customers
KH3957,229,24,248.11,Big Spenders
KH3958,56,6,21.6,Potential Loyalists
KH3959,86,14,162.5,Loyal Customers
KH3960,70,23,211.9,Loyal Customers
KH3961,6,10,61.9,Potential Loyalists
KH3962,101,14,119.65,Potential Loyalists
KH3963,104,14,134.25,Loyal Customers
KH3964,659,5,32.7,One-time Shoppers
KH3965,365,8,45.15,Churned Customers
KH3966,212,11,45.52,Big Spenders
KH3967,37,16,119.99,Potential Loyalists
KH3968,48,5,16.4,Potential Loyalists
KH3969,300,5,51.8,Churned Customers
KH3970,423,2,17.2,Churned Customers
KH3971,0,15,171.03,Loyal Customers
KH3972,205,14,95.0,Big Spenders
KH3973,119,16,205.9,Loyal Customers
KH3974,194,6,35.7,Big Spenders
KH3975,306,4,55.8,Churned Customers
KH3976,101,13,99.88,Potential Loyalists
KH3977,258,6,42.4,Big Spenders
KH3978,160,5,65.9,Big Spenders
KH3979,105,4,51.0,Potential Loyalists
KH3980,105,11,48.3,Potential Loyalists
KH3981,5,4,13.7,Potential Loyalists
KH3982,92,15,82.79,Potential Loyalists
KH3983,112,11,191.1,Loyal Customers
KH3984,330,6,63.4,Churned Customers
KH3985,68,15,69.6,Potential Loyalists
KH3986,42,12,69.6,Potential Loyalists
KH3987,133,11,61.05,Big Spenders
KH3989,438,6,48.1,Churned Customers
KH3990,593,2,3.7,One-time Shoppers
KH3991,545,2,20.16,One-time Shoppers
KH3992,410,4,31.75,Churned Customers
KH3993,315,3,13.9,Churned Customers
KH3994,393,2,15.7,Churned Customers
KH3995,187,4,13.0,Big Spenders
KH3996,121,6,93.4,Potential Loyalists
KH3997,79,10,106.9,Potential Loyalists
KH3998,16,17,110.8,Potential Loyalists
KH3999,44,13,75.2,Potential Loyalists
KH4001,192,8,41.7,Big Spenders
KH4002,118,14,151.55,Loyal Customers
KH4003,7,9,69.04,Potential Loyalists
KH4004,234,10,76.8,Big Spenders
KH4005,596,4,24.5,One-time Shoppers
KH4006,12,12,132.81,Loyal Customers
KH4007,7,12,87.5,Potential Loyalists
KH4008,225,9,92.62,Big Spenders
KH4009,169,11,57.6,Big Spenders
KH4010,1,6,19.4,Potential Loyalists
KH4011,489,2,11.0,One-time Shoppers
KH4012,228,14,100.6,Big Spenders
KH4013,287,9,70.38,Churned Customers
KH4014,45,8,38.66,Potential Loyalists
KH4015,278,17,108.04,Churned Customers
KH4016,253,6,60.4,Big Spenders
KH4017,56,8,47.3,Potential Loyalists
KH4018,43,17,152.1,Loyal Customers
KH4019,124,17,119.9,Big Spenders
KH4020,263,5,39.4,Big Spenders
KH4021,425,6,41.8,Churned Customers
KH4022,152,8,86.0,Big Spenders
KH4023,343,2,3.4,Churned Customers
KH4024,75,14,142.9,Loyal Customers
KH4025,56,12,73.82,Potential Loyalists
KH4027,184,4,25.8,Big Spenders
KH4028,175,10,156.5,Big Spenders
KH4029,429,2,3.2,Churned Customers
KH4030,8,20,145.05,Loyal Customers
KH4031,73,7,23.0,Potential Loyalists
KH4032,142,4,16.6,Big Spenders
KH4033,207,6,33.7,Big Spenders
KH4034,47,6,44.7,Potential Loyalists
KH4035,149,13,63.6,Big Spenders
KH4036,218,12,94.35,Big Spenders
KH4037,1,10,76.9,Potential Loyalists
KH4038,54,14,91.6,Potential Loyalists
KH4039,3,12,88.2,Potential Loyalists
KH4040,271,11,87.3,Big Spenders
KH4041,75,11,73.9,Potential Loyalists
KH4042,13,16,102.35,Potential Loyalists
KH4043,343,2,12.6,Churned Customers
KH4044,29,10,148.4,Loyal Customers
KH4045,8,11,149.9,Loyal Customers
KH4046,366,9,42.42,Churned Customers
KH4047,299,4,32.44,Churned Customers
KH4048,236,9,44.75,Big Spenders
KH4049,151,12,174.9,Loyal Customers
KH4050,177,9,93.5,Big Spenders
KH4051,336,6,37.1,Churned Customers
KH4052,253,5,24.82,Big Spenders
KH4053,283,6,59.5,Churned Customers
KH4054,238,5,91.2,Big Spenders
KH4055,645,3,47.4,One-time Shoppers
KH4056,71,16,134.45,Loyal Customers
KH4058,0,7,78.99,Potential Loyalists
KH4059,237,9,92.7,Big Spenders
KH4060,19,7,101.9,Potential Loyalists
KH4061,235,6,66.8,Big Spenders
KH4062,398,2,4.6,Churned Customers
KH4063,48,9,37.8,Potential Loyalists
KH4064,104,6,83.9,Potential Loyalists
KH4065,176,13,58.04,Big Spenders
KH4066,393,8,75.9,Churned Customers
KH4067,75,6,80.4,Potential Loyalists
KH4068,19,12,97.3,Potential Loyalists
KH4069,241,11,45.7,Big Spenders
KH4070,156,6,43.1,Big Spenders
KH4071,76,9,115.26,Potential Loyalists
KH4072,138,2,9.4,Big Spenders
KH4073,58,14,124.2,Loyal Customers
KH4074,111,9,70.2,Potential Loyalists
KH4075,359,8,66.0,Churned Customers
KH4076,222,12,84.6,Big Spenders
KH4077,148,14,110.7,Big Spenders
KH4078,46,16,253.12,Loyal Customers
KH4079,101,6,37.0,Potential Loyalists
KH4080,180,8,54.9,Big Spenders
KH4081,71,6,31.44,Potential Loyalists
KH4082,243,11,135.7,Big Spenders
KH4083,502,2,40.9,One-time Shoppers
KH4084,57,11,89.8,Potential Loyalists
KH4085,92,10,50.1,Potential Loyalists
KH4086,410,13,176.95,Churned Customers
KH4087,126,5,35.3,Big Spenders
KH4088,98,10,69.23,Potential Loyalists
KH4089,87,6,56.65,Potential Loyalists
KH4090,307,6,44.12,Churned Customers
KH4091,2,14,118.95,Potential Loyalists
KH4092,91,10,137.5,Loyal Customers
KH4093,478,4,22.3,One-time Shoppers
KH4094,275,10,48.1,Churned Customers
KH4095,1,6,128.9,Potential Loyalists
KH4096,184,10,173.0,Big Spenders
KH4097,32,14,77.8,Potential Loyalists
KH4098,327,11,90.1,Churned Customers
KH4099,337,5,8.5,Churned Customers
KH4100,252,8,65.35,Big Spenders
KH4101,244,8,98.3,Big Spenders
KH4102,57,19,289.4,Loyal Customers
KH4103,157,9,68.5,Big Spenders
KH4104,30,16,132.35,Loyal Customers
KH4105,27,10,96.5,Potential Loyalists
KH4106,127,13,89.8,Big Spenders
KH4107,45,12,126.65,Loyal Customers
KH4108,94,14,135.35,Loyal Customers
KH4109,87,13,87.95,Potential Loyalists
KH4110,32,16,124.95,Potential Loyalists
KH4112,247,18,170.0,Big Spenders
KH4113,139,12,86.2,Big Spenders
KH4114,145,10,72.1,Big Spenders
KH4115,222,11,52.22,Big Spenders
KH4116,243,8,60.0,Big Spenders
KH4117,20,15,124.64,Potential Loyalists
KH4118,6,2,19.4,Potential Loyalists
KH4119,235,9,91.8,Big Spenders
KH4120,19,11,108.6,Potential Loyalists
KH4121,59,15,76.52,Potential Loyalists
KH4122,68,9,70.25,Potential Loyalists
KH4123,16,4,24.0,Potential Loyalists
KH4124,112,17,130.05,Loyal Customers
KH4125,199,11,57.6,Big Spenders
KH4126,419,7,82.4,Churned Customers
KH4127,48,11,89.35,Potential Loyalists
KH4129,53,17,129.64,Loyal Customers
KH4130,54,16,180.2,Loyal Customers
KH4131,276,11,136.8,Big Spenders
KH4132,393,9,56.16,Churned Customers
KH4133,156,13,79.8,Big Spenders
KH4134,32,14,104.95,Potential Loyalists
KH4135,598,4,19.4,One-time Shoppers
KH4136,141,6,28.6,Big Spenders
KH4137,4,26,254.04,Loyal Customers
KH4138,81,12,133.39,Loyal Customers
KH4139,34,6,36.9,Potential Loyalists
KH4140,678,6,50.2,One-time Shoppers
KH4141,48,3,25.1,Potential Loyalists
KH4142,43,2,4.9,Potential Loyalists
KH4143,663,4,24.7,One-time Shoppers
KH4144,54,8,78.8,Potential Loyalists
KH4145,263,6,31.84,Big Spenders
KH4146,324,15,85.9,Churned Customers
KH4147,105,12,119.1,Potential Loyalists
KH4148,265,12,83.05,Big Spenders
KH4149,285,9,52.8,Churned Customers
KH4150,126,12,113.7,Big Spenders
KH4151,58,2,7.2,Potential Loyalists
KH4152,195,16,115.0,Big Spenders
KH4153,156,22,163.0,Big Spenders
KH4154,181,8,80.0,Big Spenders
KH4155,97,17,157.5,Loyal Customers
KH4156,149,13,131.64,Big Spenders
KH4157,360,6,61.7,Churned Customers
KH4158,4,4,16.85,Potential Loyalists
KH4159,2,6,66.2,Potential Loyalists
KH4160,140,13,126.92,Big Spenders
KH4161,97,5,57.6,Potential Loyalists
KH4162,8,14,114.0,Potential Loyalists
KH4163,214,15,130.5,Big Spenders
KH4164,461,10,127.05,Churned Customers
KH4165,134,20,163.15,Loyal Customers
KH4166,54,14,58.26,Potential Loyalists
KH4167,115,6,38.75,Potential Loyalists
KH4168,392,4,39.7,Churned Customers
KH4169,36,15,128.2,Loyal Customers
KH4170,172,15,119.65,Big Spenders
KH4171,210,8,47.9,Big Spenders
KH4172,83,9,50.15,Potential Loyalists
KH4173,233,4,56.2,Big Spenders
KH4174,438,4,37.5,Churned Customers
KH4175,335,7,101.8,Churned Customers
KH4176,239,7,37.66,Big Spenders
KH4177,198,10,70.3,Big Spenders
KH4178,47,20,113.15,Potential Loyalists
KH4179,284,9,121.1,Churned Customers
KH4180,49,13,92.11,Potential Loyalists
KH4181,479,3,20.0,One-time Shoppers
KH4182,131,14,126.1,Big Spenders
KH4183,349,17,70.39,Churned Customers
KH4184,15,8,22.5,Potential Loyalists
KH4185,348,6,47.0,Churned Customers
KH4186,66,3,25.3,Potential Loyalists
KH4187,63,21,189.73,Loyal Customers
KH4188,497,2,6.72,One-time Shoppers
KH4189,110,6,27.1,Potential Loyalists
KH4190,3,21,120.49,Potential Loyalists
KH4191,57,13,122.8,Potential Loyalists
KH4192,14,15,68.7,Potential Loyalists
KH4193,122,8,62.54,Potential Loyalists
KH4194,233,14,127.2,Big Spenders
KH4195,90,10,74.76,Potential Loyalists
KH4196,53,10,39.9,Potential Loyalists
KH4197,57,17,183.1,Loyal Customers
KH4198,287,5,57.9,Churned Customers
KH4199,1,11,76.94,Potential Loyalists
KH4200,555,3,53.76,One-time Shoppers
KH4201,77,12,101.65,Potential Loyalists
KH4202,28,13,138.4,Loyal Customers
KH4204,75,10,89.84,Potential Loyalists
KH4205,311,4,51.5,Churned Customers
KH4206,384,15,90.95,Churned Customers
KH4207,124,15,105.55,Big Spenders
KH4208,695,2,18.0,One-time Shoppers
KH4209,519,4,35.8,One-time Shoppers
KH4210,145,4,50.44,Big Spenders
KH4211,470,12,130.0,One-time Shoppers
KH4212,243,11,79.75,Big Spenders
KH4213,129,8,111.9,Big Spenders
KH4214,84,13,94.6,Potential Loyalists
KH4215,183,18,150.7,Big Spenders
KH4216,246,11,48.9,Big Spenders
KH4217,12,25,104.25,Potential Loyalists
KH4218,88,12,191.35,Loyal Customers
KH4219,75,8,57.5,Potential Loyalists
KH4220,39,16,165.5,Loyal Customers
KH4221,306,8,83.96,Churned Customers
KH4222,3,13,135.99,Loyal Customers
KH4223,84,17,124.2,Loyal Customers
KH4224,24,12,109.6,Potential Loyalists
KH4225,236,6,24.4,Big Spenders
KH4226,24,9,89.45,Potential Loyalists
KH4227,132,7,106.1,Big Spenders
KH4228,256,13,83.36,Big Spenders
KH4229,132,8,48.8,Big Spenders
KH4230,55,9,97.6,Potential Loyalists
KH4231,353,5,68.9,Churned Customers
KH4232,11,12,94.45,Potential Loyalists
KH4233,197,11,83.3,Big Spenders
KH4234,150,20,237.4,Loyal Customers
KH4235,11,19,211.84,Loyal Customers
KH4236,35,14,193.4,Loyal Customers
KH4237,589,2,24.7,One-time Shoppers
KH4238,18,8,65.5,Potential Loyalists
KH4239,322,4,101.8,Churned Customers
KH4240,26,15,76.17,Potential Loyalists
KH4241,454,6,27.1,Churned Customers
KH4242,21,7,27.76,Potential Loyalists
KH4243,130,16,213.34,Loyal Customers
KH4244,60,10,62.7,Potential Loyalists
KH4245,209,9,54.6,Big Spenders
KH4246,29,8,71.3,Potential Loyalists
KH4247,727,2,5.6,One-time Shoppers
KH4248,447,2,11.7,Churned Customers
KH4249,26,11,87.28,Potential Loyalists
KH4250,431,4,39.76,Churned Customers
KH4251,9,22,167.39,Loyal Customers
KH4252,264,9,131.16,Big Spenders
KH4254,138,6,58.42,Big Spenders
KH4255,119,11,99.36,Potential Loyalists
KH4256,590,6,59.2,One-time Shoppers
KH4257,131,13,191.75,Loyal Customers
KH4258,19,13,130.7,Loyal Customers
KH4259,189,12,46.37,Big Spenders
KH4260,44,12,64.2,Potential Loyalists
KH4261,317,12,157.25,Churned Customers
KH4262,75,17,137.1,Loyal Customers
KH4264,233,9,60.9,Big Spenders
KH4265,18,10,49.9,Potential Loyalists
KH4266,152,19,130.5,Big Spenders
KH4267,81,14,143.7,Loyal Customers
KH4268,249,12,75.75,Big Spenders
KH4269,273,10,99.7,Big Spenders
KH4270,325,6,44.72,Churned Customers
KH4271,376,5,52.04,Churned Customers
KH4272,207,27,244.0,Loyal Customers
KH4273,199,8,49.1,Big Spenders
KH4274,91,12,103.6,Potential Loyalists
KH4275,110,15,144.6,Loyal Customers
KH4277,24,23,129.66,Loyal Customers
KH4278,545,4,43.8,One-time Shoppers
KH4279,702,2,16.9,One-time Shoppers
KH4280,24,15,241.6,Loyal Customers
KH4281,73,13,108.96,Potential Loyalists
KH4282,190,4,41.2,Big Spenders
KH4283,558,7,91.9,One-time Shoppers
KH4284,77,10,62.3,Potential Loyalists
KH4285,1,8,60.65,Potential Loyalists
KH4286,109,13,79.8,Potential Loyalists
KH4287,146,6,39.5,Big Spenders
KH4288,47,12,131.0,Loyal Customers
KH4289,83,9,115.3,Potential Loyalists
KH4290,482,7,42.85,One-time Shoppers
KH4291,21,16,89.36,Potential Loyalists
KH4292,25,20,189.7,Loyal Customers
KH4293,91,22,265.7,Loyal Customers
KH4294,27,14,66.6,Potential Loyalists
KH4295,65,11,98.7,Potential Loyalists
KH4296,126,10,86.4,Big Spenders
KH4297,64,23,145.52,Loyal Customers
KH4298,158,9,51.85,Big Spenders
KH4299,138,15,135.69,Big Spenders
KH4300,270,8,42.6,Churned Customers
KH4301,10,15,138.26,Loyal Customers
KH4302,55,20,254.7,Loyal Customers
KH4303,5,25,245.36,Loyal Customers
KH4304,319,8,50.36,Churned Customers
KH4305,159,15,117.66,Big Spenders
KH4306,2,12,81.15,Potential Loyalists
KH4307,543,2,21.96,One-time Shoppers
KH4308,25,19,92.12,Potential Loyalists
KH4309,106,4,11.7,Potential Loyalists
KH4310,306,7,68.7,Churned Customers
KH4311,389,5,39.8,Churned Customers
KH4312,16,17,151.06,Loyal Customers
KH4313,155,10,97.42,Big Spenders
KH4314,242,17,76.9,Big Spenders
KH4315,248,7,25.2,Big Spenders
KH4316,353,20,186.46,Churned Customers
KH4317,643,4,37.1,One-time Shoppers
KH4318,489,6,39.95,One-time Shoppers
KH4319,52,14,77.56,Potential Loyalists
KH4320,19,15,79.8,Potential Loyalists
KH4321,64,18,159.6,Loyal Customers
KH4322,27,11,77.7,Potential Loyalists
KH4323,13,12,111.7,Potential Loyalists
KH4324,359,14,161.2,Churned Customers
KH4325,77,9,142.7,Loyal Customers
KH4326,54,12,111.36,Potential Loyalists
KH4327,248,5,32.76,Big Spenders
KH4328,123,12,236.0,Loyal Customers
KH4329,433,7,43.75,Churned Customers
KH4330,191,18,188.9,Big Spenders
KH4331,111,6,50.0,Potential Loyalists
KH4332,36,4,30.25,Potential Loyalists
KH4333,182,2,22.8,Big Spenders
KH4334,50,15,78.05,Potential Loyalists
KH4335,25,17,135.32,Loyal Customers
KH4336,81,15,122.5,Loyal Customers
KH4337,65,9,129.34,Loyal Customers
KH4338,80,28,239.75,Loyal Customers
KH4339,405,6,43.76,Churned Customers
KH4340,5,13,128.5,Loyal Customers
KH4341,430,7,53.23,Churned Customers
KH4342,287,10,49.3,Churned Customers
KH4343,9,7,55.78,Potential Loyalists
KH4344,238,9,87.8,Big Spenders
KH4345,336,6,93.06,Churned Customers
KH4347,298,4,22.5,Churned Customers
KH4348,263,12,65.0,Big Spenders
KH4349,291,8,51.1,Churned Customers
KH4351,131,13,184.4,Loyal Customers
KH4352,1,13,114.75,Potential Loyalists
KH4353,128,17,176.2,Loyal Customers
KH4354,348,4,34.7,Churned Customers
KH4355,39,9,50.0,Potential Loyalists
KH4356,29,9,134.5,Loyal Customers
KH4357,81,9,72.8,Potential Loyalists
KH4358,54,6,107.3,Potential Loyalists
KH4359,97,9,60.85,Potential Loyalists
KH4360,310,6,66.25,Churned Customers
KH4361,116,8,46.25,Potential Loyalists
KH4362,172,15,123.55,Big Spenders
KH4363,182,6,76.9,Big Spenders
KH4364,6,22,157.05,Loyal Customers
KH4365,313,4,10.1,Churned Customers
KH4366,139,2,5.7,Big Spenders
KH4367,45,12,81.31,Potential Loyalists
KH4368,79,8,36.4,Potential Loyalists
KH4369,127,10,58.3,Big Spenders
KH4370,572,8,64.35,One-time Shoppers
KH4371,192,9,75.45,Big Spenders
KH4372,153,16,76.65,Big Spenders
KH4373,140,7,104.6,Big Spenders
KH4374,467,4,47.7,One-time Shoppers
KH4375,86,12,82.6,Potential Loyalists
KH4376,38,26,160.32,Loyal Customers
KH4377,310,11,58.5,Churned Customers
KH4378,240,4,14.5,Big Spenders
KH4379,90,4,17.6,Potential Loyalists
KH4380,57,11,175.9,Loyal Customers
KH4381,91,6,64.3,Potential Loyalists
KH4382,47,4,85.8,Potential Loyalists
KH4383,393,4,23.7,Churned Customers
KH4384,99,14,99.6,Potential Loyalists
KH4385,43,5,53.38,Potential Loyalists
KH4386,113,2,4.5,Potential Loyalists
KH4387,105,17,115.2,Potential Loyalists
KH4388,285,14,146.25,Churned Customers
KH4389,13,17,231.44,Loyal Customers
KH4390,344,5,63.4,Churned Customers
KH4391,279,14,143.84,Big Spenders
KH4392,32,13,88.82,Potential Loyalists
KH4393,36,5,51.4,Potential Loyalists
KH4394,412,9,79.9,Churned Customers
KH4395,188,8,98.5,Big Spenders
KH4396,201,4,82.22,Big Spenders
KH4397,186,11,43.84,Big Spenders
KH4398,51,10,81.9,Potential Loyalists
KH4400,19,6,33.02,Potential Loyalists
KH4401,447,9,40.2,Churned Customers
KH4402,447,5,97.9,Churned Customers
KH4403,101,12,67.05,Potential Loyalists
KH4404,446,7,63.6,Churned Customers
KH4405,161,10,72.7,Big Spenders
KH4406,217,17,91.42,Big Spenders
KH4407,314,6,41.85,Churned Customers
KH4408,254,9,45.92,Big Spenders
KH4409,349,7,27.34,Churned Customers
KH4410,79,11,61.55,Potential Loyalists
KH4411,161,6,76.8,Big Spenders
KH4412,10,13,171.56,Loyal Customers
KH4413,80,7,49.5,Potential Loyalists
KH4414,341,7,69.26,Churned Customers
KH4415,337,8,44.2,Churned Customers
KH4416,7,16,72.3,Potential Loyalists
KH4417,226,15,217.2,Big Spenders
KH4418,87,8,134.6,Loyal Customers
KH4419,7,2,4.6,Potential Loyalists
KH4420,308,6,54.2,Churned Customers
KH4422,437,6,53.32,Churned Customers
KH4423,673,2,11.4,One-time Shoppers
KH4424,75,8,143.65,Loyal Customers
KH4425,74,2,23.7,Potential Loyalists
KH4426,207,15,114.5,Big Spenders
